airport_id,name,country,latitude,longitude
LYPG,Podgorica Airport / Podgorica Golubovci Airbase,ME,42.359402,19.2519
LYTV,Tivat Airport,ME,42.404701,18.723301
LYUZ,Ponikve Airport,RS,43.898899,19.697701
ZULA,Langzhong Gucheng Airport,CN,31.50191,106.034417
LZIB,M. R. Štefánik Airport,SK,48.1702,17.2127
LZKZ,Košice International Airport,SK,48.663101,21.2411
LZMC,Malacky/Kuchyňa Air Base,SK,48.402,17.118401
LZPP,Piešťany Airport,SK,48.62519836425781,17.828399658203125
LZSL,Sliač Airport,SK,48.63779830932617,19.13409996032715
LZTT,Poprad-Tatry Airport,SK,49.070994,20.241394
LZZI,Žilina-Dolný Hričov Airport,SK,49.233292,18.613386
GMAR,Mahbes Airbase,EH,27.726982,-9.237865
MBGT,JAGS McCartney International Airport,TC,21.4445,-71.142303
MBNC,North Caicos Airport,TC,21.916094,-71.942954
MBPV,Providenciales International Airport,TC,21.773697,-72.268321
MBSC,South Caicos Airport,TC,21.515699,-71.528503
MDBH,Maria Montez International Airport,DO,18.25149917602539,-71.12039947509766
MDCR,Cabo Rojo Airport,DO,17.929000854492188,-71.6447982788086
MDCY,Samaná El Catey International Airport,DO,19.269259,-69.737405
MDJB,La Isabela International Airport,DO,18.572500228881836,-69.98560333251953
MDLR,Casa De Campo International Airport,DO,18.452222,-68.911111
MDPC,Punta Cana International Airport,DO,18.567093,-68.364558
MDPP,Gregorio Luperon International Airport,DO,19.7579,-70.57
MDSD,Las Américas International Airport,DO,18.42970085144,-69.668899536133
MDSI,San Isidro Air Base,DO,18.503700256347656,-69.76170349121094
MDST,Cibao International Airport,DO,19.40406,-70.604431
MGCB,Coban Airport,GT,15.469,-90.4067
MGGT,La Aurora International Airport,GT,14.582896,-90.527515
MGPB,Puerto Barrios Airport,GT,15.7309,-88.583801
MGRB,Rubelsanto Airport,GT,15.992,-90.445297
MGRT,Retalhuleu Airport,GT,14.521431,-91.697001
MGSJ,San José Airport,GT,13.9362,-90.8358
MGMM,Mundo Maya International Airport,GT,16.913707,-89.866143
MHLC,Golosón International Airport,HN,15.7425,-86.852997
MHLM,Ramón Villeda Morales International Airport,HN,15.4526,-87.923599
MHNJ,La Laguna Airport,HN,16.4454,-85.906601
MHRO,Juan Manuel Gálvez International Airport,HN,16.316799,-86.523003
MHPR,Palmerola International Airport,HN,14.3824,-87.621201
MHTE,Tela Airport,HN,15.7759,-87.4758
MHTG,Toncontín Airport,HN,14.0609,-87.217201
MHTJ,Trujillo Airport,HN,15.926599,-85.938573
MKBS,Ian Fleming International Airport,JM,18.404079,-76.969754
MKJP,Norman Manley International Airport,JM,17.935699462890625,-76.7874984741211
MKJS,Sangster International Airport,JM,18.50342,-77.91323
MKKJ,Ken Jones Airport,JM,18.1987991333,-76.53450012210001
MKTP,Tinson Pen Airport,JM,17.98859977722168,-76.82379913330078
MMAA,General Juan N. Álvarez International Airport,MX,16.757126,-99.753113
MMAN,Del Norte International Airport,MX,25.865601,-100.237
MMAS,Aguascalientes International Airport,MX,21.699589,-102.318372
MMBT,Bahías de Huatulco International Airport,MX,15.775437,-96.260456
MMCB,General Mariano Matamoros International Airport,MX,18.833922,-99.261818
MMCC,Ciudad Acuña International Airport,MX,29.333662,-101.100555
MMCE,Ciudad del Carmen International Airport,MX,18.651516,-91.799355
MMCL,Bachigualato Federal International Airport,MX,24.76504,-107.475228
MMCM,Chetumal International Airport,MX,18.504985,-88.328018
MMCN,Ciudad Obregón International Airport,MX,27.39259910583496,-109.83300018310547
MMCP,Ingeniero Alberto Acuña Ongay International Airport,MX,19.815969,-90.500125
MMCS,Abraham González International Airport,MX,31.636673,-106.428533
MMCU,General Roberto Fierro Villalobos International Airport,MX,28.702649,-105.963764
MMCV,General Pedro Jose Mendez International Airport,MX,23.7033,-98.956497
MMCY,Captain Rogelio Castillo National Airport,MX,20.545998,-100.886539
MMCZ,Cozumel International Airport,MX,20.514922,-86.928538
MMDO,General Guadalupe Victoria International Airport,MX,24.125468,-104.527938
MMEP,Amado Nervo National Airport,MX,21.419833,-104.842472
MMES,Ensenada International Airport / El Ciprés Air Base,MX,31.794516,-116.602384
MMGL,Guadalajara International Airport,MX,20.523342,-103.310108
MMGM,General José María Yáñez International Airport,MX,27.9689998626709,-110.92500305175781
MMHO,General Ignacio L. Pesqueira International Airport,MX,29.092811,-111.053015
MMIA,Licenciado Miguel de la Madrid International Airport,MX,19.277,-103.577002
MMIO,Plan de Guadalupe International Airport,MX,25.53786,-100.928346
MMIT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,MX,16.445961,-95.093708
MMJA,El Lencero Airport,MX,19.475107,-96.797008
MMLC,Lázaro Cárdenas Airport,MX,18.001672,-102.220316
MMLM,Valle del Fuerte International Airport,MX,25.685503,-109.081159
MMLO,Guanajuato International Airport,MX,20.992695,-101.480284
MMLP,Manuel Márquez de León International Airport,MX,24.072331,-110.362662
MMLT,Loreto International Airport,MX,25.989549,-111.348408
MMMA,General Servando Canales International Airport,MX,25.7698993683,-97.5252990723
MMMD,Manuel Crescencio Rejón International Airport,MX,20.930485,-89.645462
MMML,General Rodolfo Sánchez Taboada International Airport,MX,32.630629,-115.242805
MMMM,General Francisco J. Mujica International Airport,MX,19.849899,-101.025002
MMMT,Minatitlán/Coatzacoalcos International Airport,MX,18.103399,-94.580704
MMMV,Monclova International Airport,MX,26.9557,-101.470001
MMMX,Mexico City Benito Juárez International Airport,MX,19.435822,-99.07033
MMMY,Monterrey International Airport,MX,25.778521,-100.106989
MMMZ,General Rafael Buelna International Airport,MX,23.162823,-106.264517
MMNG,Nogales International Airport,MX,31.225756,-110.976934
MMNL,Quetzalcóatl International Airport,MX,27.443899,-99.570503
MMOX,Xoxocotlán International Airport,MX,16.998773,-96.726092
MMPA,El Tajín National Airport,MX,20.6026992798,-97.46080017090001
MMPB,Hermanos Serdán International Airport,MX,19.158465,-98.371582
MMPG,Piedras Negras International Airport,MX,28.627873,-100.53524
MMPN,Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,MX,19.3967,-102.039001
MMPR,Puerto Vallarta International Airport,MX,20.679913,-105.254391
MMPS,Puerto Escondido International Airport,MX,15.876808,-97.0891
MMQT,Querétaro Intercontinental Airport,MX,20.618779,-100.186449
MMRX,General Lucio Blanco International Airport,MX,26.0089,-98.2285
MMSD,Los Cabos International Airport,MX,23.151919,-109.720731
MMSL,Cabo San Lucas International Airport,MX,22.949072,-109.939479
MMSM,Felipe Ángeles International Airport,MX,19.743824,-99.01507
MMSP,Ponciano Arriaga International Airport,MX,22.262026,-100.935692
MMTB,Terán Air Base,MX,16.739901,-93.173301
MMTC,Francisco Sarabia Tinoco International Airport,MX,25.562265,-103.404608
MMTG,Angel Albino Corzo International Airport,MX,16.561611,-93.025731
MMTJ,General Abelardo L. Rodriguez International Airport,MX,32.541043,-116.969976
MMTL,Felipe Carrillo Puerto International Airport Tulum,MX,20.172098,-87.660272
MMTM,General Francisco Javier Mina International Airport,MX,22.292622,-97.867058
MMTO,Adolfo López Mateos International Airport,MX,19.3369,-99.56583
MMTP,Tapachula International Airport,MX,14.794549,-92.369871
MMUN,Cancún International Airport,MX,21.040817,-86.87347
MMVA,Carlos Rovirosa Pérez International Airport,MX,17.994283,-92.818199
MMVR,General Heriberto Jara International Airport,MX,19.139589,-96.188602
MMZC,General Leobardo C. Ruiz International Airport,MX,22.894942,-102.687154
MMZH,Ixtapa-Zihuatanejo International Airport,MX,17.601771,-101.460629
MMZO,Playa de Oro International Airport,MX,19.1448,-104.558998
MN-0005,Shine Bulagin Hural Air Base,MN,45.9467,109.1233
MNBL,Bluefields Airport,NI,11.991,-83.774101
MNMG,Augusto C. Sandino (Managua) International Airport,NI,12.1415,-86.168198
MNPC,Puerto Cabezas Airport,NI,14.047200202941895,-83.38670349121094
MPBO,"Bocas del Toro ""Isla Colón"" International Airport",PA,9.34085,-82.250801
MPCE,Alonso Valderrama Airport,PA,7.98784,-80.409837
MPCH,Changuinola Captain Manuel Niño International Airport,PA,9.458962,-82.515062
MPDA,Enrique Malek International Airport,PA,8.388983,-82.436425
MPEJ,Enrique Adolfo Jimenez Airport,PA,9.35664,-79.867401
MPMG,Marcos A. Gelabert International Airport,PA,8.97334,-79.555603
MPSA,Ruben Cantu Airport,PA,8.085599899291992,-80.94529724121094
MPTO,Tocumen International Airport,PA,9.07136,-79.383499
MRAN,La Fortuna Arenal Airport,CR,10.469311,-84.579073
MRAO,Aerotortuguero Airport,CR,10.42,-83.6095
MRBA,Buenos Aires Airport,CR,9.163949,-83.330171
MRBC,Barra del Colorado Airport,CR,10.7687,-83.585602
MRCC,Coto 47 Airport,CR,8.60156,-82.968754
MRGF,Golfito Airport,CR,8.65401,-83.182198
MRGP,Guapiles Airport,CR,10.2172002792,-83.79699707030001
MRLB,Daniel Oduber Quirós International Airport,CR,10.5933,-85.544403
MRLC,Los Chiles Airport,CR,11.0353,-84.7061
MRLM,Limón International Airport,CR,9.95796,-83.022003
MRNS,Nosara Airport,CR,9.976490020750001,-85.65299987790002
MROC,Juan Santamaría International Airport,CR,9.99386,-84.208801
MRPJ,Puerto Jimenez Airport,CR,8.533329963684082,-83.30000305175781
MRPM,Palmar Sur Airport,CR,8.95103,-83.468597
MRPV,Tobías Bolaños International Airport,CR,9.95705,-84.139801
MRQP,Quepos Managua Airport,CR,9.44316,-84.129799
MRUP,Upala Airport,CR,10.8922,-85.016197
MSLP,El Salvador International Airport Saint Óscar Arnulfo Romero y Galdámez,SV,13.44447,-89.055784
MSSS,Ilopango International Airport,SV,13.6995,-89.119904
MTCA,Antoine-Simon International Airport,HT,18.271099,-73.7883
MTCH,Cap Haitien International Airport,HT,19.725547,-72.20071
MTJA,Jacmel Airport,HT,18.2411,-72.518501
MTJE,Jérémie Airport,HT,18.663099,-74.170303
MTPP,Toussaint Louverture International Airport,HT,18.580023,-72.292596
MTPX,Port-de-Paix Airport,HT,19.934045,-72.84801
MU-0004,IAF Agalega,MU,-10.372483,56.603537
MUBA,Gustavo Rizo Airport,CU,20.365299224853516,-74.5062026977539
MUBY,Carlos Manuel de Cespedes Airport,CU,20.3964,-76.621399
MUCA,Máximo Gómez Airport,CU,22.0271,-78.789597
MUCC,Jardines Del Rey Airport,CU,22.461000442499998,-78.32839965820001
MUCF,Jaime Gonzalez Airport,CU,22.149999618530273,-80.41419982910156
MUCL,Vilo Acuña International Airport,CU,21.6165008545,-81.5459976196
MUCM,Ignacio Agramonte International Airport,CU,21.419909,-77.848039
MUCU,Antonio Maceo International Airport,CU,19.97474,-75.835504
MUGM,Leeward Point Field,CU,19.9065,-75.2071
MUGT,Mariana Grajales Airport,CU,20.0853,-75.158302
MUHA,José Martí International Airport,CU,22.989200592041016,-82.40910339355469
MUHG,Frank Pais International Airport,CU,20.785148,-76.315526
MUKW,Kawama Airport,CU,23.124001,-81.301598
MUMO,Orestes Acosta Airport,CU,20.653900146484375,-74.92220306396484
MUMZ,Sierra Maestra International Airport,CU,20.288605,-77.087545
MUNB,San Nicolás de Bari Airport,CU,22.756514,-81.920743
MUNG,Rafael Cabrera Airport,CU,21.834699630737305,-82.78379821777344
MUPB,Playa Baracoa Airport,CU,23.032801,-82.579399
MUSC,Abel Santamaria International Airport,CU,22.492215,-79.943119
MUSJ,San Julián Air Base,CU,22.100525,-84.157376
MUSN,Siguanea Airport,CU,21.6425,-82.955101
MUTD,Alberto Delgado Airport,CU,21.7883,-79.9972
MUVR,Juan Gualberto Gomez International Airport,CU,23.034401,-81.435303
MUVT,Hermanos Ameijeiras Airport,CU,20.9876,-76.935799
MWCB,Charles Kirkconnell International Airport,KY,19.687,-79.882797
MWCL,Edward Bodden Little Cayman Airfield,KY,19.660161,-80.088826
MWCR,Owen Roberts International Airport,KY,19.292801,-81.357697
MMGA,Creel International Airport / Barrancas del Cobre Regional Airport,MX,27.725133,-107.652015
MX-2118,Base N°1 de la Fuerza Aérea Mexicana (General Alfredo Lezama Álvarez),MX,19.735231,-98.988153
MYAB,Clarence A. Bain Airport,BS,24.287701,-77.684601
MYAF,Andros Town Airport,BS,24.697901,-77.795601
MYAK,Congo Town Airport,BS,24.158701,-77.589798
MYAM,Leonard M. Thompson International Airport,BS,26.510711,-77.084262
MYAN,San Andros Airport,BS,25.053800582885742,-78.04900360107422
MYAP,Spring Point Airport,BS,22.441799,-73.970901
MYAT,Treasure Cay Airport,BS,26.745300293,-77.3912963867
MYBC,Chub Cay Airport,BS,25.417101,-77.880898
MYBG,Great Harbour Cay Airport,BS,25.7383,-77.840103
MYBS,South Bimini Airport,BS,25.6998996735,-79.2647018433
MYCA,Arthur's Town Airport,BS,24.6294,-75.673797
MYCB,New Bight Airport,BS,24.3153,-75.452301
MYCI,Colonel Hill Airport,BS,22.7456,-74.182404
MYEF,Exuma International Airport,BS,23.562599,-75.877998
MYEH,North Eleuthera Airport,BS,25.475823,-76.680784
MYEM,Governor's Harbour Airport,BS,25.2847,-76.331001
MYEN,Normans Cay Airport,BS,24.594299,-76.820198
MYER,Rock Sound International Airport,BS,24.89165,-76.177602
MYES,Staniel Cay Airport,BS,24.1691,-76.439102
MYGF,Grand Bahama International Airport,BS,26.557996,-78.695583
MYIG,Inagua Airport,BS,20.975,-73.666901
MYLD,Deadman's Cay Airport,BS,23.1790008545,-75.09359741210001
MYLR,Hard Bargain Airport,BS,23.009934,-74.904851
MYLS,Stella Maris Airport,BS,23.582317,-75.268621
MYMM,Mayaguana Airport,BS,22.379499,-73.013494
MYNN,Lynden Pindling International Airport,BS,25.039,-77.466202
MYRD,Duncan Town Airport,BS,22.181801,-75.7295
MYSM,San Salvador International Airport,BS,24.063041,-74.523233
MZBZ,Philip S. W. Goldson International Airport,BZ,17.539951,-88.303556
MZPL,Placencia Airport,BZ,16.536957,-88.361511
NCRG,Rarotonga International Airport,CK,-21.2027,-159.806
NE-0001,Niger Air Base 201,NE,16.95575,8.01861
NFFN,Nadi International Airport,FJ,-17.761822,177.437843
NFNA,Nausori International Airport,FJ,-18.044226,178.561486
NFNL,Labasa Airport,FJ,-16.4667,179.339996
NFTF,Fua'amotu International Airport,TO,-21.241438,-175.149164
NFTL,Lifuka Island Airport,TO,-19.777000427246094,-174.34100341796875
NFTV,Vava'u International Airport,TO,-18.5853,-173.962006
DNPM,Port Harcourt City Airport / Port Harcourt Air Force Base,NG,4.846111,7.021389
DNBK,Sir Ahmadu Bello International Airport,NG,12.479048,4.369132
NGFU,Funafuti International Airport,TV,-8.523885,179.196976
NGTA,Bonriki International Airport,KI,1.38164,173.147003
NGTE,Tabiteuea North Airport,KI,-1.22447,174.776001
NIUE,Niue International Airport,NU,-19.080109,-169.923493
ZPNL,Ninglang Luguhu Airport,CN,27.5403,100.7593
NLWW,Hihifo Airport,WF,-13.239445,-176.19865
VNPR,Pokhara International Airport,NP,28.1838,84.0147
NSFA,Faleolo International Airport,WS,-13.83,-172.007996
NSTU,Pago Pago International Airport,AS,-14.331,-170.710007
NTAA,Fa'a'ā International Airport,PF,-17.553472,-149.606936
NTAR,Rurutu Airport,PF,-22.434099197387695,-151.36099243164062
NTAT,Tubuai Airport,PF,-23.365400314331055,-149.5240020751953
NTGA,Anaa Airport,PF,-17.3526,-145.509995
NTGB,Fangatau Airport,PF,-15.820044,-140.888071
NTGC,Tikehau Airport,PF,-15.1196,-148.231003
NTGE,Reao Airport,PF,-18.46652,-136.43855
NTGF,Fakarava Airport,PF,-16.054100036621094,-145.65699768066406
NTGI,Manihi Airport,PF,-14.436800003051758,-146.07000732421875
NTGJ,Totegegie Airport,PF,-23.07990074157715,-134.88999938964844
NTGK,Kaukura Airport,PF,-15.6633,-146.884995
NTGM,Makemo Airport,PF,-16.5839,-143.658005
NTGT,Takapoto Airport,PF,-14.709500312805176,-145.24600219726562
NTGU,Arutua Airport,PF,-15.248299598693848,-146.61700439453125
NTGV,Mataiva Airport,PF,-14.8681001663208,-148.7169952392578
NTHE,Ahe Airport,PF,-14.428099632263184,-146.2570037841797
NTKR,Takaroa Airport,PF,-14.45580005645752,-145.02499389648438
NTMD,Nuku Hiva Airport,PF,-8.7956,-140.229004
NTMN,Hiva Oa-Atuona Airport,PF,-9.76879024506,-139.011001587
NTTB,Bora Bora Airport,PF,-16.444400787353516,-151.75100708007812
NTTG,Rangiroa Airport,PF,-14.954299926757812,-147.66099548339844
NTTH,Huahine-Fare Airport,PF,-16.687084,-151.021593
NTTM,Moorea Temae Airport,PF,-17.48979,-149.761777
NTTO,Hao Airport,PF,-18.0748,-140.945999
NTTP,Maupiti Airport,PF,-16.42650032043457,-152.24400329589844
NTTR,Raiatea Airport,PF,-16.7229,-151.466003
NVSQ,Gaua Island Airport,VU,-14.2181,167.587006
NVSS,Santo Pekoa International Airport,VU,-15.505000114399998,167.220001221
NVVV,Bauerfield International Airport,VU,-17.699301,168.320007
NVVW,Whitegrass Airport,VU,-19.455099,169.223999
NWWA,Tiga Airport,NC,-21.096407,167.80379
NWWD,Koné Airport,NC,-21.053551,164.838768
NWWE,Île des Pins Airport,NC,-22.5889,167.455994
NWWL,Lifou Airport,NC,-20.774563,167.239328
NWWM,Nouméa Magenta Airport,NC,-22.257706,166.472822
NWWR,Maré Airport,NC,-21.482438,168.038465
NWWU,Touho Airport,NC,-20.790127,165.259524
NWWV,Ouvéa Airport,NC,-20.640932,166.573024
NWWW,La Tontouta International Airport,NC,-22.014601,166.212997
NZAA,Auckland International Airport,NZ,-37.01199,174.786331
NZAP,Taupo Airport,NZ,-38.73970031738281,176.08399963378906
NZAR,Ardmore Airport,NZ,-37.029701232910156,174.97300720214844
NZCH,Christchurch International Airport,NZ,-43.489029,172.532065
NZCI,Inia William Tuuta Memorial Airport,NZ,-43.81189,-176.46514
NZDN,Dunedin International Airport,NZ,-45.929017,170.197758
NZGS,Gisborne Airport,NZ,-38.6633,177.977997
NZGT,Glentanner Airport,NZ,-43.906700134277344,170.1280059814453
NZHK,Hokitika Airfield,NZ,-42.713600158691406,170.98500061035156
NZHN,Hamilton International Airport,NZ,-37.866961,175.331952
NZKK,Kerikeri Airport,NZ,-35.259148,173.913317
NZKT,Kaitaia Airport,NZ,-35.069837,173.287053
NZLX,Alexandra Aerodrome,NZ,-45.210495,169.371113
NZMC,Mount Cook Airport,NZ,-43.764999,170.132996
NZMO,Manapouri Airport,NZ,-45.5331,167.649994
NZMS,Hood Airport,NZ,-40.974634,175.63454
NZNP,New Plymouth Airport,NZ,-39.00859832763672,174.1790008544922
NZNR,Hawke's Bay Airport,NZ,-39.465801,176.869995
NZNS,Nelson Airport,NZ,-41.296709,173.224323
NZNV,Invercargill Airport,NZ,-46.41239929199219,168.31300354003906
NZOH,RNZAF Base Ohakea,NZ,-40.20600128173828,175.38800048828125
NZOU,Oamaru Airport,NZ,-44.970001,171.082001
NZPM,Palmerston North Airport,NZ,-40.320599,175.617004
NZPP,Paraparaumu Airport,NZ,-40.904701232910156,174.98899841308594
NZQN,Queenstown Airport,NZ,-45.019205,168.746379
NZRO,Rotorua Regional Airport,NZ,-38.1092,176.317001
NZSP,Amundsen–Scott South Pole Station Airport,AQ,-90,-1
NZTG,Tauranga Airport,NZ,-37.67190170288086,176.1959991455078
NZTU,Timaru Airport,NZ,-44.302799224853516,171.22500610351562
NZUK,Pukaki Airport,NZ,-44.2350006104,170.117996216
NZWB,Woodbourne Airport,NZ,-41.5182991027832,173.8699951171875
NZWD,Williams Field Skiway,AQ,-77.867401,167.057007
NZWF,Wanaka Airport,NZ,-44.722091,169.246287
NZWK,Whakatāne Airport,NZ,-37.922224,176.91696
NZWN,Wellington International Airport,NZ,-41.326839,174.806862
NZWO,Wairoa Airport,NZ,-39.011862,177.404401
NZWP,RNZAF Base Auckland-Whenuapai,NZ,-36.7878,174.630005
NZWR,Whangarei Airport,NZ,-35.769253,174.363713
NZWS,Westport Airport,NZ,-41.737111,171.579033
NZWU,Wanganui Airport,NZ,-39.963467,175.02444
OAHR,Herat - Khwaja Abdullah Ansari International Airport,AF,34.209999,62.228298
OAIX,Bagram Airfield,AF,34.946098,69.264999
OAJL,Jalalabad Airport,AF,34.399799,70.498596
OAKB,Kabul International Airport,AF,34.565899,69.212303
OAKN,Ahmad Shah Baba International Airport,AF,31.505769,65.847963
OAKS,Khost International Airport,AF,33.284605,69.80734
OAMN,Maymana Zahiraddin Faryabi Airport,AF,35.930801,64.760902
OAMS,Mazar-i-Sharif International Airport,AF,36.70412,67.210459
OAUZ,Kunduz Airport,AF,36.6651,68.910797
OBBI,Bahrain International Airport,BH,26.267295,50.63764
OBBS,Sheik Isa Air Base,BH,25.9184,50.590599
FGCO,Corisco International Airport,GQ,0.910937,9.33027
OE49,Mecca East Airport,SA,21.4375,39.994202
OEAD,Aradah Airport,SA,21.226999,55.2673
OEAB,Abha International Airport,SA,18.2404,42.656601
OEAH,Al-Ahsa International Airport,SA,25.285299,49.485199
OEAO,Al-Ula International Airport,SA,26.483634,38.117048
OEBA,King Saud Bin Abdulaziz (Al Baha) Airport,SA,20.298506,41.636153
OEBH,Bisha Airport,SA,19.9844,42.620899
OEDF,King Fahd International Airport,SA,26.4691,49.798209
OEDM,Dawadmi Domestic Airport,SA,24.4499,44.121201
OEDR,King Abdulaziz Air Base,SA,26.2654,50.152
OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,SA,16.9011,42.5858
OEGS,Prince Naif bin Abdulaziz International Airport,SA,26.302799,43.774399
OEGT,Gurayat Domestic Airport,SA,31.412413,37.278898
OEHL,Hail International Airport,SA,27.437901,41.686298
OEJB,Jubail Airport,SA,27.039,49.405102
OEJF,King Faisal Naval Base,SA,21.348101,39.173
OEJN,King Abdulaziz International Airport,SA,21.680241,39.157436
OEKK,King Khaled Military City Airport,SA,27.9009,45.528198
OEKM,King Khalid Air Base,SA,18.2973,42.803501
OEMA,Prince Mohammad Bin Abdulaziz Airport,SA,24.5534,39.705101
OENG,Najran Domestic Airport,SA,17.611401,44.419201
OENN,Neom Bay Airport,SA,27.924261,35.29358
OEPA,Qaisumah–Hafar Al-Batin International Airport,SA,28.335726,46.127108
OEPS,Prince Sultan Air Base,SA,24.0627,47.580502
OERF,Rafha Domestic Airport,SA,29.626399993896484,43.4906005859375
OERK,King Khalid International Airport,SA,24.9576,46.698799
OERM,Ras Mishab Airport,SA,28.079599,48.611
OERR,Arar Domestic Airport,SA,30.906600952148438,41.13819885253906
OERT,Ras Tanura Airport,SA,26.723101,50.0308
OESH,Sharurah Domestic Airport,SA,17.4669,47.121399
OESK,Al-Jawf International Airport,SA,29.783301,40.100905
OETB,Prince Sultan bin Abdulaziz International Airport,SA,28.3711,36.624865
OETF,Taif International Airport,SA,21.484739,40.544074
OETN,Ras Tanajib Airport,SA,27.8678,48.7691
OETR,Turaif Domestic Airport,SA,31.692188,38.731544
OEWD,Wadi Al Dawasir Domestic Airport,SA,20.504299,45.1996
OEWJ,Al Wajh Domestic Airport,SA,26.198601,36.476398
OEYN,Prince Abdulmohsen Bin Abdulaziz International Airport,SA,24.144199,38.0634
OIAA,Abadan Ayatollah Jami International Airport,IR,30.367887,48.230075
OIAD,Dezful Airport,IR,32.434399,48.397598
OIAG,Aghajari Airport,IR,30.7444,49.6772
OIAH,Gachsaran Airport,IR,30.333869,50.833796
OIAI,Shahid Asiyaee Airport,IR,32.001719,49.268599
OIAM,Mahshahr Airport,IR,30.5562,49.151901
OIAW,Qasem Soleimani International Airport,IR,31.3364,48.763789
OIBA,Abu Musa Island Airport,IR,25.8757,55.033001
OIBB,Bushehr Airport,IR,28.9447994232,50.8345985413
OIBJ,Jam Airport,IR,27.820499,52.3522
OIBK,Kish International Airport,IR,26.525427,53.980462
OIBL,Bandar Lengeh International Airport,IR,26.532283,54.82484
OIBP,Persian Gulf International Airport,IR,27.379601,52.737701
OIBQ,Khark Airport,IR,29.260503,50.322193
OIBS,Siri Airport,IR,25.908899,54.539398
OIBV,Lavan Airport,IR,26.810742,53.354302
OICC,Shahid Ashrafi Esfahani Airport,IR,34.3459014893,47.1581001282
OICI,Ilam Airport,IR,33.58660125732422,46.40480041503906
OICK,Khoram Abad Airport,IR,33.43539810180664,48.282901763916016
OICS,Sanandaj Airport,IR,35.24589920043945,47.00920104980469
OIFK,Kashan Airport,IR,33.895302,51.577
OIFM,Isfahan Shahid Beheshti International Airport,IR,32.755142,51.883877
OIFP,Badr Air Base,IR,32.621101,51.696999
OIFS,Shahrekord Airport,IR,32.2971992493,50.842201232899995
OIGG,Sardar-e-Jangal Airport,IR,37.323333,49.617778
OIHH,Hamadan Airport,IR,34.866416,48.56069
OIHS,Nojeh Air Base,IR,35.211601,48.6534
OIIE,Imam Khomeini International Airport,IR,35.416099548339844,51.152198791503906
OIII,Mehrabad International Airport,IR,35.689175,51.314392
OIIK,Qazvin Airport,IR,36.240101,50.0471
OIIP,Payam International Airport,IR,35.7761,50.826698
OIKB,Bandar Abbas International Airport,IR,27.2183,56.3778
OIKJ,Jiroft Airport,IR,28.723519,57.675037
OIKK,Ayatollah Hashemi Rafsanjani International Airport,IR,30.271276,56.949692
OIKM,Bam Airport,IR,29.0842,58.450001
OIKQ,Qeshm International Airport,IR,26.754639,55.902353
OIKR,Rafsanjan Airport,IR,30.298345,56.048979
OIKY,Sirjan Airport,IR,29.5509,55.672699
OIMB,Birjand International Airport,IR,32.896525,59.281258
OIMC,Sarakhs Airport,IR,36.501202,61.064899
OIMM,Mashhad International Airport,IR,36.234821,59.642949
OIMN,Bojnord Airport,IR,37.49300003051758,57.30820083618164
OIMS,Sabzevar National Airport,IR,36.16809844970703,57.59519958496094
OIMT,Tabas Airport,IR,33.667801,56.8927
OING,Gorgan Airport,IR,36.909400939899996,54.4012985229
OINN,Nowshahr Airport,IR,36.664286,51.46273
OINR,Ramsar Airport,IR,36.90701,50.687316
OINZ,Sari Dasht-e Naz International Airport,IR,36.644408,53.188761
OISF,Fasa Airport,IR,28.8918,53.723301
OISL,Lar Airport,IR,27.6747,54.383301
OISR,Lamerd Airport,IR,27.3727,53.188801
OISS,Shiraz Shahid Dastghaib International Airport,IR,29.5392,52.589802
OISY,Yasuj Airport,IR,30.702238,51.542988
OITL,Ardabil Airport,IR,38.3256988525,48.4244003296
OITR,Urmia Airport,IR,37.6680984497,45.0686988831
OITT,Tabriz International Airport,IR,38.1339,46.235001
OITU,Maku National Airport,IR,39.191293,44.928505
OITZ,Zanjan Airport,IR,36.7737007141,48.3594017029
OIYY,Shahid Sadooghi Airport,IR,31.9048995972,54.2765007019
OIZB,Zabol Airport,IR,31.098301,61.5439
OIZC,Chabahar Konarak International Airport,IR,25.44319,60.382167
OIZH,Zahedan International Airport,IR,29.4757,60.9062
OIZI,Iranshahr Airport,IR,27.236099,60.720001
OJAI,Queen Alia International Airport,JO,31.7226009369,35.9931983948
OJAM,Marka International (Amman Civil) Airport,JO,31.9727,35.9916
OJAQ,King Hussein International Airport,JO,29.611601,35.018101
OJMS,Muwaffaq Salti Air Base,JO,31.8256,36.782001
OKAJ,Ahmed Al Jaber Air Base,KW,28.9347991943,47.791900634799994
OKAS,Ali Al Salem Air Base,KW,29.346905,47.520118
OKKK,Kuwait International Airport,KW,29.224487,47.969813
OLBA,Beirut Rafic Hariri International Airport,LB,33.819833,35.487443
OLKA,Rene Mouawad Air Base,LB,34.589298,36.011299
OLRA,Rayak Air Base,LB,33.850799560546875,35.987701416015625
OODQ,Duqm International Airport,OM,19.501944,57.634167
OOMN,Mussanah Airport,OM,23.640556,57.4875
OORH,Ras al Hadd Airport,OM,22.25691,59.74067
OMAA,Zayed International Airport,AE,24.440966,54.649237
OMAD,Al Bateen Executive Airport,AE,24.427062,54.459866
OMAL,Al Ain International Airport,AE,24.2617,55.6092
